re_z,im_z,abs_R_euler,abs_R_rk4
 -0.9400, -0.6400,6.428063E-01,3.780787E-01
 -0.9400, -0.6000,6.029925E-01,3.785533E-01
 -0.9400, -0.5600,5.632051E-01,3.793932E-01
 -0.9400, -0.5200,5.234501E-01,3.805301E-01
 -0.9400, -0.4800,4.837355E-01,3.818957E-01
 -0.9400, -0.4400,4.440721E-01,3.834235E-01
 -0.9400, -0.4000,4.044750E-01,3.850495E-01
 -0.9400, -0.3600,3.649658E-01,3.867133E-01
 -0.9400, -0.3200,3.255764E-01,3.883587E-01
 -0.9400, -0.2800,2.863564E-01,3.899344E-01
 -0.9400, -0.2400,2.473863E-01,3.913947E-01
 -0.9400, -0.2000,2.088061E-01,3.926993E-01
 -0.9400, -0.1600,1.708801E-01,3.938139E-01
 -0.9400, -0.1200,1.341641E-01,3.947102E-01
 -0.9400, -0.0800,1.000000E-01,3.953662E-01
 -0.9400, -0.0400,7.211103E-02,3.957662E-01
 -0.9400,  0.0000,6.000000E-02,3.959005E-01
 -0.9400,  0.0400,7.211103E-02,3.957662E-01
 -0.9400,  0.0800,1.000000E-01,3.953662E-01
 -0.9400,  0.1200,1.341641E-01,3.947102E-01
 -0.9400,  0.1600,1.708801E-01,3.938139E-01
 -0.9400,  0.2000,2.088061E-01,3.926993E-01
 -0.9400,  0.2400,2.473863E-01,3.913947E-01
 -0.9400,  0.2800,2.863564E-01,3.899344E-01
 -0.9400,  0.3200,3.255764E-01,3.883587E-01
 -0.9400,  0.3600,3.649658E-01,3.867133E-01
 -0.9400,  0.4000,4.044750E-01,3.850495E-01
 -0.9400,  0.4400,4.440721E-01,3.834235E-01
 -0.9400,  0.4800,4.837355E-01,3.818957E-01
 -0.9400,  0.5200,5.234501E-01,3.805301E-01
 -0.9400,  0.5600,5.632051E-01,3.793932E-01
 -0.9400,  0.6000,6.029925E-01,3.785533E-01
 -0.9400,  0.6400,6.428063E-01,3.780787E-01
 -0.9400,  0.6800,6.826419E-01,3.780365E-01
 -0.9400,  0.7200,7.224957E-01,3.784910E-01
 -0.9400,  0.7600,7.623647E-01,3.795019E-01
 -0.9400,  0.8000,8.022468E-01,3.811229E-01
 -0.9400,  0.8400,8.421401E-01,3.833998E-01
 -0.9400,  0.8800,8.820431E-01,3.863694E-01
 -0.9400,  0.9200,9.219544E-01,3.900581E-01
 -0.9400,  0.9600,9.618732E-01,3.944813E-01
 -0.9400,  1.0000,1.001798E+00,3.996430E-01
 -0.9400,  1.0400,1.041729E+00,4.055356E-01
 -0.9400,  1.0800,1.081665E+00,4.121406E-01
 -0.9400,  1.1200,1.121606E+00,4.194290E-01
 -0.9400,  1.1600,1.161551E+00,4.273627E-01
 -0.9400,  1.2000,1.201499E+00,4.358953E-01
 -0.9400,  1.2400,1.241451E+00,4.449740E-01
 -0.9400,  1.2800,1.281405E+00,4.545408E-01
 -0.9400,  1.3200,1.321363E+00,4.645336E-01
 -0.9400,  1.3600,1.361323E+00,4.748886E-01
 -0.9400,  1.4000,1.401285E+00,4.855406E-01
 -0.9400,  1.4400,1.441249E+00,4.964252E-01
 -0.9400,  1.4800,1.481216E+00,5.074797E-01
 -0.9400,  1.5200,1.521184E+00,5.186444E-01
 -0.9400,  1.5600,1.561153E+00,5.298639E-01
 -0.9400,  1.6000,1.601125E+00,5.410883E-01
 -0.9400,  1.6400,1.641097E+00,5.522746E-01
 -0.9400,  1.6800,1.681071E+00,5.633878E-01
 -0.9400,  1.7200,1.721046E+00,5.744027E-01
 -0.9400,  1.7600,1.761022E+00,5.853050E-01
 -0.9400,  1.8000,1.801000E+00,5.960934E-01
 -0.9400,  1.8400,1.840978E+00,6.067813E-01
 -0.9400,  1.8800,1.880957E+00,6.173985E-01
 -0.9400,  1.9200,1.920937E+00,6.279938E-01
 -0.9400,  1.9600,1.960918E+00,6.386370E-01
 -0.9400,  2.0000,2.000900E+00,6.494213E-01
 -0.9400,  2.0400,2.040882E+00,6.604655E-01
 -0.9400,  2.0800,2.080865E+00,6.719162E-01
 -0.9400,  2.1200,2.120849E+00,6.839502E-01
 -0.9400,  2.1600,2.160833E+00,6.967752E-01
 -0.9400,  2.2000,2.200818E+00,7.106313E-01
 -0.9400,  2.2400,2.240803E+00,7.257905E-01
 -0.9400,  2.2800,2.280789E+00,7.425557E-01
 -0.9400,  2.3200,2.320776E+00,7.612579E-01
 -0.9400,  2.3600,2.360763E+00,7.822526E-01
 -0.9400,  2.4000,2.400750E+00,8.059139E-01
 -0.9400,  2.4400,2.440738E+00,8.326284E-01
 -0.9400,  2.4800,2.480726E+00,8.627878E-01
 -0.9400,  2.5200,2.520714E+00,8.967811E-01
 -0.9400,  2.5600,2.560703E+00,9.349878E-01
 -0.9400,  2.6000,2.600692E+00,9.777711E-01
 -0.9400,  2.6400,2.640682E+00,1.025473E+00
 -0.9400,  2.6800,2.680672E+00,1.078412E+00
 -0.9400,  2.7200,2.720662E+00,1.136881E+00
 -0.9400,  2.7600,2.760652E+00,1.201147E+00
 -0.9400,  2.8000,2.800643E+00,1.271452E+00
 -0.9400,  2.8400,2.840634E+00,1.348020E+00
 -0.9400,  2.8800,2.880625E+00,1.431055E+00
 -0.9400,  2.9200,2.920616E+00,1.520745E+00
 -0.9400,  2.9600,2.960608E+00,1.617269E+00
 -0.9400,  3.0000,3.000600E+00,1.720797E+00
 -0.9400,  3.0400,3.040592E+00,1.831494E+00
 -0.9400,  3.0800,3.080584E+00,1.949521E+00
 -0.9400,  3.1200,3.120577E+00,2.075039E+00
 -0.9400,  3.1600,3.160570E+00,2.208210E+00
 -0.9400,  3.2000,3.200562E+00,2.349195E+00
 -0.9400,  3.2400,3.240556E+00,2.498162E+00
 -0.9400,  3.2800,3.280549E+00,2.655278E+00
 -0.9400,  3.3200,3.320542E+00,2.820717E+00
 -0.9400,  3.3600,3.360536E+00,2.994656E+00
 -0.9400,  3.4000,3.400529E+00,3.177276E+00
 -0.9400,  3.4400,3.440523E+00,3.368763E+00
 -0.9400,  3.4800,3.480517E+00,3.569308E+00
 -0.9400,  3.5200,3.520511E+00,3.779104E+00
 -0.9400,  3.5600,3.560506E+00,3.998352E+00
 -0.9400,  3.6000,3.600500E+00,4.227254E+00
 -0.9400,  3.6400,3.640494E+00,4.466019E+00
 -0.9400,  3.6800,3.680489E+00,4.714858E+00
 -0.9400,  3.7200,3.720484E+00,4.973987E+00
 -0.9400,  3.7600,3.760479E+00,5.243626E+00
 -0.9400,  3.8000,3.800474E+00,5.523999E+00
 -0.9400,  3.8400,3.840469E+00,5.815334E+00
 -0.9400,  3.8800,3.880464E+00,6.117860E+00
 -0.9400,  3.9200,3.920459E+00,6.431813E+00
 -0.9400,  3.9600,3.960455E+00,6.757432E+00
 -0.9400,  4.0000,4.000450E+00,7.094956E+00
 -0.9100, -4.0000,4.001012E+00,7.063041E+00
 -0.9100, -3.9600,3.961023E+00,6.725191E+00
 -0.9100, -3.9200,3.921033E+00,6.399243E+00
 -0.9100, -3.8800,3.881044E+00,6.084955E+00
 -0.9100, -3.8400,3.841055E+00,5.782090E+00
 -0.9100, -3.8000,3.801066E+00,5.490412E+00
 -0.9100, -3.7600,3.761077E+00,5.209690E+00
 -0.9100, -3.7200,3.721089E+00,4.939698E+00
 -0.9100, -3.6800,3.681100E+00,4.680212E+00
 -0.9100, -3.6400,3.641112E+00,4.431011E+00
 -0.9100, -3.6000,3.601125E+00,4.191882E+00
 -0.9100, -3.5600,3.561137E+00,3.962613E+00
 -0.9100, -3.5200,3.521150E+00,3.742996E+00
 -0.9100, -3.4800,3.481164E+00,3.532830E+00
 -0.9100, -3.4400,3.441177E+00,3.331916E+00
 -0.9100, -3.4000,3.401191E+00,3.140062E+00
 -0.9100, -3.3600,3.361205E+00,2.957078E+00
 -0.9100, -3.3200,3.321220E+00,2.782783E+00
 -0.9100, -3.2800,3.281235E+00,2.616997E+00
 -0.9100, -3.2400,3.241250E+00,2.459548E+00
 -0.9100, -3.2000,3.201265E+00,2.310266E+00
 -0.9100, -3.1600,3.161281E+00,2.168989E+00
 -0.9100, -3.1200,3.121298E+00,2.035556E+00
 -0.9100, -3.0800,3.081315E+00,1.909812E+00
 -0.9100, -3.0400,3.041332E+00,1.791605E+00
 -0.9100, -3.0000,3.001350E+00,1.680783E+00
 -0.9100, -2.9600,2.961368E+00,1.577196E+00
 -0.9100, -2.9200,2.921387E+00,1.480691E+00
 -0.9100, -2.8800,2.881406E+00,1.391111E+00
 -0.9100, -2.8400,2.841426E+00,1.308293E+00
 -0.9100, -2.8000,2.801446E+00,1.232060E+00
 -0.9100, -2.7600,2.761467E+00,1.162222E+00
 -0.9100, -2.7200,2.721489E+00,1.098569E+00
 -0.9100, -2.6800,2.681511E+00,1.040868E+00
 -0.9100, -2.6400,2.641534E+00,9.888583E-01
 -0.9100, -2.6000,2.601557E+00,9.422498E-01
 -0.9100, -2.5600,2.561582E+00,9.007223E-01
 -0.9100, -2.5200,2.521607E+00,8.639260E-01
 -0.9100, -2.4800,2.481633E+00,8.314848E-01
 -0.9100, -2.4400,2.441659E+00,8.030021E-01
 -0.9100, -2.4000,2.401687E+00,7.780678E-01
 -0.9100, -2.3600,2.361715E+00,7.562666E-01
 -0.9100, -2.3200,2.321745E+00,7.371878E-01
 -0.9100, -2.2800,2.281776E+00,7.204330E-01
 -0.9100, -2.2400,2.241807E+00,7.056245E-01
 -0.9100, -2.2000,2.201840E+00,6.924111E-01
 -0.9100, -2.1600,2.161874E+00,6.804729E-01
 -0.9100, -2.1200,2.121910E+00,6.695239E-01
 -0.9100, -2.0800,2.081946E+00,6.593134E-01
 -0.9100, -2.0400,2.041984E+00,6.496256E-01
 -0.9100, -2.0000,2.002024E+00,6.402785E-01
 -0.9100, -1.9600,1.962065E+00,6.311223E-01
 -0.9100, -1.9200,1.922108E+00,6.220369E-01
 -0.9100, -1.8800,1.882153E+00,6.129289E-01
 -0.9100, -1.8400,1.842200E+00,6.037297E-01
 -0.9100, -1.8000,1.802249E+00,5.943923E-01
 -0.9100, -1.7600,1.762300E+00,5.848888E-01
 -0.9100, -1.7200,1.722353E+00,5.752085E-01
 -0.9100, -1.6800,1.682409E+00,5.653550E-01
 -0.9100, -1.6400,1.642468E+00,5.553452E-01
 -0.9100, -1.6000,1.602529E+00,5.452066E-01
 -0.9100, -1.5600,1.562594E+00,5.349760E-01
 -0.9100, -1.5200,1.522662E+00,5.246982E-01
 -0.9100, -1.4800,1.482734E+00,5.144244E-01
 -0.9100, -1.4400,1.442810E+00,5.042109E-01
 -0.9100, -1.4000,1.402890E+00,4.941177E-01
 -0.9100, -1.3600,1.362975E+00,4.842076E-01
 -0.9100, -1.3200,1.323065E+00,4.745445E-01
 -0.9100, -1.2800,1.283160E+00,4.651928E-01
 -0.9100, -1.2400,1.243262E+00,4.562153E-01
 -0.9100, -1.2000,1.203370E+00,4.476725E-01
 -0.9100, -1.1600,1.163486E+00,4.396210E-01
 -0.9100, -1.1200,1.123610E+00,4.321124E-01
 -0.9100, -1.0800,1.083744E+00,4.251914E-01
 -0.9100, -1.0400,1.043887E+00,4.188956E-01
 -0.9100, -1.0000,1.004042E+00,4.132533E-01
 -0.9100, -0.9600,9.642095E-01,4.082834E-01
 -0.9100, -0.9200,9.243917E-01,4.039946E-01
 -0.9100, -0.8800,8.845903E-01,4.003848E-01
 -0.9100, -0.8400,8.448077E-01,3.974417E-01
 -0.9100, -0.8000,8.050466E-01,3.951424E-01
 -0.9100, -0.7600,7.653104E-01,3.934548E-01
 -0.9100, -0.7200,7.256032E-01,3.923382E-01
 -0.9100, -0.6800,6.859300E-01,3.917446E-01
 -0.9100, -0.6400,6.462971E-01,3.916204E-01
 -0.9100, -0.6000,6.067125E-01,3.919072E-01
 -0.9100, -0.5600,5.671860E-01,3.925439E-01
 -0.9100, -0.5200,5.277310E-01,3.934680E-01
 -0.9100, -0.4800,4.883646E-01,3.946166E-01
 -0.9100, -0.4400,4.491102E-01,3.959283E-01
 -0.9100, -0.4000,4.100000E-01,3.973435E-01
 -0.9100, -0.3600,3.710795E-01,3.988057E-01
 -0.9100, -0.3200,3.324154E-01,4.002624E-01
 -0.9100, -0.2800,2.941088E-01,4.016654E-01
 -0.9100, -0.2400,2.563201E-01,4.029712E-01
 -0.9100, -0.2000,2.193171E-01,4.041418E-01
 -0.9100, -0.1600,1.835756E-01,4.051446E-01
 -0.9100, -0.1200,1.500000E-01,4.059526E-01
 -0.9100, -0.0800,1.204159E-01,4.065449E-01
 -0.9100, -0.0400,9.848858E-02,4.069063E-01
 -0.9100,  0.0000,9.000000E-02,4.070277E-01
 -0.9100,  0.0400,9.848858E-02,4.069063E-01
 -0.9100,  0.0800,1.204159E-01,4.065449E-01
 -0.9100,  0.1200,1.500000E-01,4.059526E-01
 -0.9100,  0.1600,1.835756E-01,4.051446E-01
 -0.9100,  0.2000,2.193171E-01,4.041418E-01
 -0.9100,  0.2400,2.563201E-01,4.029712E-01
 -0.9100,  0.2800,2.941088E-01,4.016654E-01
 -0.9100,  0.3200,3.324154E-01,4.002624E-01
 -0.9100,  0.3600,3.710795E-01,3.988057E-01
 -0.9100,  0.4000,4.100000E-01,3.973435E-01
 -0.9100,  0.4400,4.491102E-01,3.959283E-01
 -0.9100,  0.4800,4.883646E-01,3.946166E-01
 -0.9100,  0.5200,5.277310E-01,3.934680E-01
 -0.9100,  0.5600,5.671860E-01,3.925439E-01
 -0.9100,  0.6000,6.067125E-01,3.919072E-01
 -0.9100,  0.6400,6.462971E-01,3.916204E-01
 -0.9100,  0.6800,6.859300E-01,3.917446E-01
 -0.9100,  0.7200,7.256032E-01,3.923382E-01
 -0.9100,  0.7600,7.653104E-01,3.934548E-01
 -0.9100,  0.8000,8.050466E-01,3.951424E-01
 -0.9100,  0.8400,8.448077E-01,3.974417E-01
 -0.9100,  0.8800,8.845903E-01,4.003848E-01
 -0.9100,  0.9200,9.243917E-01,4.039946E-01
 -0.9100,  0.9600,9.642095E-01,4.082834E-01
 -0.9100,  1.0000,1.004042E+00,4.132533E-01
 -0.9100,  1.0400,1.043887E+00,4.188956E-01
 -0.9100,  1.0800,1.083744E+00,4.251914E-01
 -0.9100,  1.1200,1.123610E+00,4.321124E-01
 -0.9100,  1.1600,1.163486E+00,4.396210E-01
 -0.9100,  1.2000,1.203370E+00,4.476725E-01
 -0.9100,  1.2400,1.243262E+00,4.562153E-01
 -0.9100,  1.2800,1.283160E+00,4.651928E-01
 -0.9100,  1.3200,1.323065E+00,4.745445E-01
 -0.9100,  1.3600,1.362975E+00,4.842076E-01
 -0.9100,  1.4000,1.402890E+00,4.941177E-01
 -0.9100,  1.4400,1.442810E+00,5.042109E-01
 -0.9100,  1.4800,1.482734E+00,5.144244E-01
 -0.9100,  1.5200,1.522662E+00,5.246982E-01
 -0.9100,  1.5600,1.562594E+00,5.349760E-01
 -0.9100,  1.6000,1.602529E+00,5.452066E-01
 -0.9100,  1.6400,1.642468E+00,5.553452E-01
 -0.9100,  1.6800,1.682409E+00,5.653550E-01
 -0.9100,  1.7200,1.722353E+00,5.752085E-01
 -0.9100,  1.7600,1.762300E+00,5.848888E-01
 -0.9100,  1.8000,1.802249E+00,5.943923E-01
 -0.9100,  1.8400,1.842200E+00,6.037297E-01
 -0.9100,  1.8800,1.882153E+00,6.129289E-01
 -0.9100,  1.9200,1.922108E+00,6.220369E-01
 -0.9100,  1.9600,1.962065E+00,6.311223E-01
 -0.9100,  2.0000,2.002024E+00,6.402785E-01
 -0.9100,  2.0400,2.041984E+00,6.496256E-01
 -0.9100,  2.0800,2.081946E+00,6.593134E-01
 -0.9100,  2.1200,2.121910E+00,6.695239E-01
 -0.9100,  2.1600,2.161874E+00,6.804729E-01
 -0.9100,  2.2000,2.201840E+00,6.924111E-01
 -0.9100,  2.2400,2.241807E+00,7.056245E-01
 -0.9100,  2.2800,2.281776E+00,7.204330E-01
 -0.9100,  2.3200,2.321745E+00,7.371878E-01
 -0.9100,  2.3600,2.361715E+00,7.562666E-01
 -0.9100,  2.4000,2.401687E+00,7.780678E-01
 -0.9100,  2.4400,2.441659E+00,8.030021E-01
 -0.9100,  2.4800,2.481633E+00,8.314848E-01
 -0.9100,  2.5200,2.521607E+00,8.639260E-01
 -0.9100,  2.5600,2.561582E+00,9.007223E-01
 -0.9100,  2.6000,2.601557E+00,9.422498E-01
 -0.9100,  2.6400,2.641534E+00,9.888583E-01
 -0.9100,  2.6800,2.681511E+00,1.040868E+00
 -0.9100,  2.7200,2.721489E+00,1.098569E+00
 -0.9100,  2.7600,2.761467E+00,1.162222E+00
 -0.9100,  2.8000,2.801446E+00,1.232060E+00
 -0.9100,  2.8400,2.841426E+00,1.308293E+00
 -0.9100,  2.8800,2.881406E+00,1.391111E+00
 -0.9100,  2.9200,2.921387E+00,1.480691E+00
 -0.9100,  2.9600,2.961368E+00,1.577196E+00
 -0.9100,  3.0000,3.001350E+00,1.680783E+00
 -0.9100,  3.0400,3.041332E+00,1.791605E+00
 -0.9100,  3.0800,3.081315E+00,1.909812E+00
 -0.9100,  3.1200,3.121298E+00,2.035556E+00
 -0.9100,  3.1600,3.161281E+00,2.168989E+00
 -0.9100,  3.2000,3.201265E+00,2.310266E+00
 -0.9100,  3.2400,3.241250E+00,2.459548E+00
 -0.9100,  3.2800,3.281235E+00,2.616997E+00
 -0.9100,  3.3200,3.321220E+00,2.782783E+00
 -0.9100,  3.3600,3.361205E+00,2.957078E+00
 -0.9100,  3.4000,3.401191E+00,3.140062E+00
 -0.9100,  3.4400,3.441177E+00,3.331916E+00
 -0.9100,  3.4800,3.481164E+00,3.532830E+00
 -0.9100,  3.5200,3.521150E+00,3.742996E+00
 -0.9100,  3.5600,3.561137E+00,3.962613E+00
 -0.9100,  3.6000,3.601125E+00,4.191882E+00
 -0.9100,  3.6400,3.641112E+00,4.431011E+00
 -0.9100,  3.6800,3.681100E+00,4.680212E+00
 -0.9100,  3.7200,3.721089E+00,4.939698E+00
 -0.9100,  3.7600,3.761077E+00,5.209690E+00
 -0.9100,  3.8000,3.801066E+00,5.490412E+00
 -0.9100,  3.8400,3.841055E+00,5.782090E+00
 -0.9100,  3.8800,3.881044E+00,6.084955E+00
 -0.9100,  3.9200,3.921033E+00,6.399243E+00
 -0.9100,  3.9600,3.961023E+00,6.725191E+00
 -0.9100,  4.0000,4.001012E+00,7.063041E+00
 -0.8800, -4.0000,4.001800E+00,7.033843E+00
 -0.8800, -3.9600,3.961818E+00,6.695609E+00
 -0.8800, -3.9200,3.921836E+00,6.369272E+00
 -0.8800, -3.8800,3.881855E+00,6.054590E+00
 -0.8800, -3.8400,3.841875E+00,5.751325E+00
 -0.8800, -3.8000,3.801894E+00,5.459242E+00
 -0.8800, -3.7600,3.761914E+00,5.178110E+00
 -0.8800, -3.7200,3.721935E+00,4.907701E+00
 -0.8800, -3.6800,3.681956E+00,4.647793E+00
 -0.8800, -3.6400,3.641977E+00,4.398166E+00
 -0.8800, -3.6000,3.601999E+00,4.158604E+00
 -0.8800, -3.5600,3.562022E+00,3.928898E+00
 -0.8800, -3.5200,3.522045E+00,3.708840E+00
 -0.8800, -3.4800,3.482068E+00,3.498230E+00
 -0.8800, -3.4400,3.442092E+00,3.296870E+00
 -0.8800, -3.4000,3.402117E+00,3.104569E+00
 -0.8800, -3.3600,3.362142E+00,2.921140E+00
 -0.8800, -3.3200,3.322168E+00,2.746402E+00
 -0.8800, -3.2800,3.282194E+00,2.580180E+00
 -0.8800, -3.2400,3.242221E+00,2.422303E+00
 -0.8800, -3.2000,3.202249E+00,2.272608E+00
 -0.8800, -3.1600,3.162278E+00,2.130935E+00
 -0.8800, -3.1200,3.122307E+00,1.997133E+00
 -0.8800, -3.0800,3.082337E+00,1.871051E+00
 -0.8800, -3.0400,3.042367E+00,1.752548E+00
 -0.8800, -3.0000,3.002399E+00,1.641480E+00
 -0.8800, -2.9600,2.962431E+00,1.537711E+00
 -0.8800, -2.9200,2.922465E+00,1.441100E+00
 -0.8800, -2.8800,2.882499E+00,1.351506E+00
 -0.8800, -2.8400,2.842534E+00,1.268779E+00
 -0.8800, -2.8000,2.802570E+00,1.192760E+00
 -0.8800, -2.7600,2.762607E+00,1.123276E+00
 -0.8800, -2.7200,2.722646E+00,1.060132E+00
 -0.8800, -2.6800,2.682685E+00,1.003107E+00
 -0.8800, -2.6400,2.642726E+00,9.519503E-01
 -0.8800, -2.6000,2.602768E+00,9.063775E-01
 -0.8800, -2.5600,2.562811E+00,8.660671E-01
 -0.8800, -2.5200,2.522856E+00,8.306621E-01
 -0.8800, -2.4800,2.482902E+00,7.997730E-01
 -0.8800, -2.4400,2.442949E+00,7.729840E-01
 -0.8800, -2.4000,2.402998E+00,7.498611E-01
 -0.8800, -2.3600,2.363049E+00,7.299625E-01
 -0.8800, -2.3200,2.323101E+00,7.128493E-01
 -0.8800, -2.2800,2.283156E+00,6.980960E-01
 -0.8800, -2.2400,2.243212E+00,6.852992E-01
 -0.8800, -2.2000,2.203270E+00,6.740853E-01
 -0.8800, -2.1600,2.163331E+00,6.641157E-01
 -0.8800, -2.1200,2.123394E+00,6.550890E-01
 -0.8800, -2.0800,2.083459E+00,6.467430E-01
 -0.8800, -2.0400,2.043526E+00,6.388538E-01
 -0.8800, -2.0000,2.003597E+00,6.312342E-01
 -0.8800, -1.9600,1.963670E+00,6.237315E-01
 -0.8800, -1.9200,1.923746E+00,6.162245E-01
 -0.8800, -1.8800,1.883826E+00,6.086203E-01
 -0.8800, -1.8400,1.843909E+00,6.008518E-01
 -0.8800, -1.8000,1.803996E+00,5.928740E-01
 -0.8800, -1.7600,1.764086E+00,5.846619E-01
 -0.8800, -1.7200,1.724181E+00,5.762072E-01
 -0.8800, -1.6800,1.684280E+00,5.675169E-01
 -0.8800, -1.6400,1.644384E+00,5.586101E-01
 -0.8800, -1.6000,1.604494E+00,5.495169E-01
 -0.8800, -1.5600,1.564609E+00,5.402766E-01
 -0.8800, -1.5200,1.524729E+00,5.309357E-01
 -0.8800, -1.4800,1.484857E+00,5.215468E-01
 -0.8800, -1.4400,1.444991E+00,5.121673E-01
 -0.8800, -1.4000,1.405133E+00,5.028579E-01
 -0.8800, -1.3600,1.365284E+00,4.936815E-01
 -0.8800, -1.3200,1.325443E+00,4.847021E-01
 -0.8800, -1.2800,1.285613E+00,4.759831E-01
 -0.8800, -1.2400,1.245793E+00,4.675869E-01
 -0.8800, -1.2000,1.205985E+00,4.595728E-01
 -0.8800, -1.1600,1.166190E+00,4.519964E-01
 -0.8800, -1.1200,1.126410E+00,4.449081E-01
 -0.8800, -1.0800,1.086646E+00,4.383520E-01
 -0.8800, -1.0400,1.046900E+00,4.323648E-01
 -0.8800, -1.0000,1.007174E+00,4.269749E-01
 -0.8800, -0.9600,9.674709E-01,4.222018E-01
 -0.8800, -0.9200,9.277931E-01,4.180551E-01
 -0.8800, -0.8800,8.881441E-01,4.145350E-01
 -0.8800, -0.8400,8.485281E-01,4.116317E-01
 -0.8800, -0.8000,8.089499E-01,4.093260E-01
 -0.8800, -0.7600,7.694154E-01,4.075900E-01
 -0.8800, -0.7200,7.299315E-01,4.063876E-01
 -0.8800, -0.6800,6.905071E-01,4.056762E-01
 -0.8800, -0.6400,6.511528E-01,4.054074E-01
 -0.8800, -0.6000,6.118823E-01,4.055286E-01
 -0.8800, -0.5600,5.727128E-01,4.059841E-01
 -0.8800, -0.5200,5.336666E-01,4.067168E-01
 -0.8800, -0.4800,4.947727E-01,4.076690E-01
 -0.8800, -0.4400,4.560702E-01,4.087838E-01
 -0.8800, -0.4000,4.176123E-01,4.100060E-01
 -0.8800, -0.3600,3.794733E-01,4.112830E-01
 -0.8800, -0.3200,3.417601E-01,4.125656E-01
 -0.8800, -0.2800,3.046309E-01,4.138086E-01
 -0.8800, -0.2400,2.683282E-01,4.149711E-01
 -0.8800, -0.2000,2.332381E-01,4.160170E-01
 -0.8800, -0.1600,2.000000E-01,4.169156E-01
 -0.8800, -0.1200,1.697056E-01,4.176412E-01
 -0.8800, -0.0800,1.442221E-01,4.181739E-01
 -0.8800, -0.0400,1.264911E-01,4.184992E-01
 -0.8800,  0.0000,1.200000E-01,4.186086E-01
 -0.8800,  0.0400,1.264911E-01,4.184992E-01
 -0.8800,  0.0800,1.442221E-01,4.181739E-01
 -0.8800,  0.1200,1.697056E-01,4.176412E-01
 -0.8800,  0.1600,2.000000E-01,4.169156E-01
 -0.8800,  0.2000,2.332381E-01,4.160170E-01
 -0.8800,  0.2400,2.683282E-01,4.149711E-01
 -0.8800,  0.2800,3.046309E-01,4.138086E-01
 -0.8800,  0.3200,3.417601E-01,4.125656E-01
 -0.8800,  0.3600,3.794733E-01,4.112830E-01
 -0.8800,  0.4000,4.176123E-01,4.100060E-01
 -0.8800,  0.4400,4.560702E-01,4.087838E-01
 -0.8800,  0.4800,4.947727E-01,4.076690E-01
 -0.8800,  0.5200,5.336666E-01,4.067168E-01
 -0.8800,  0.5600,5.727128E-01,4.059841E-01
 -0.8800,  0.6000,6.118823E-01,4.055286E-01
 -0.8800,  0.6400,6.511528E-01,4.054074E-01
 -0.8800,  0.6800,6.905071E-01,4.056762E-01
 -0.8800,  0.7200,7.299315E-01,4.063876E-01
 -0.8800,  0.7600,7.694154E-01,4.075900E-01
 -0.8800,  0.8000,8.089499E-01,4.093260E-01
 -0.8800,  0.8400,8.485281E-01,4.116317E-01
 -0.8800,  0.8800,8.881441E-01,4.145350E-01
 -0.8800,  0.9200,9.277931E-01,4.180551E-01
 -0.8800,  0.9600,9.674709E-01,4.222018E-01
 -0.8800,  1.0000,1.007174E+00,4.269749E-01
 -0.8800,  1.0400,1.046900E+00,4.323648E-01
 -0.8800,  1.0800,1.086646E+00,4.383520E-01
 -0.8800,  1.1200,1.126410E+00,4.449081E-01
 -0.8800,  1.1600,1.166190E+00,4.519964E-01
 -0.8800,  1.2000,1.205985E+00,4.595728E-01
 -0.8800,  1.2400,1.245793E+00,4.675869E-01
 -0.8800,  1.2800,1.285613E+00,4.759831E-01
 -0.8800,  1.3200,1.325443E+00,4.847021E-01
 -0.8800,  1.3600,1.365284E+00,4.936815E-01
 -0.8800,  1.4000,1.405133E+00,5.028579E-01
 -0.8800,  1.4400,1.444991E+00,5.121673E-01
 -0.8800,  1.4800,1.484857E+00,5.215468E-01
 -0.8800,  1.5200,1.524729E+00,5.309357E-01
 -0.8800,  1.5600,1.564609E+00,5.402766E-01
 -0.8800,  1.6000,1.604494E+00,5.495169E-01
 -0.8800,  1.6400,1.644384E+00,5.586101E-01
 -0.8800,  1.6800,1.684280E+00,5.675169E-01
 -0.8800,  1.7200,1.724181E+00,5.762072E-01
 -0.8800,  1.7600,1.764086E+00,5.846619E-01
 -0.8800,  1.8000,1.803996E+00,5.928740E-01
 -0.8800,  1.8400,1.843909E+00,6.008518E-01
 -0.8800,  1.8800,1.883826E+00,6.086203E-01
 -0.8800,  1.9200,1.923746E+00,6.162245E-01
 -0.8800,  1.9600,1.963670E+00,6.237315E-01
 -0.8800,  2.0000,2.003597E+00,6.312342E-01
 -0.8800,  2.0400,2.043526E+00,6.388538E-01
 -0.8800,  2.0800,2.083459E+00,6.467430E-01
 -0.8800,  2.1200,2.123394E+00,6.550890E-01
 -0.8800,  2.1600,2.163331E+00,6.641157E-01
 -0.8800,  2.2000,2.203270E+00,6.740853E-01
 -0.8800,  2.2400,2.243212E+00,6.852992E-01
 -0.8800,  2.2800,2.283156E+00,6.980960E-01
 -0.8800,  2.3200,2.323101E+00,7.128493E-01
 -0.8800,  2.3600,2.363049E+00,7.299625E-01
 -0.8800,  2.4000,2.402998E+00,7.498611E-01
 -0.8800,  2.4400,2.442949E+00,7.729840E-01
 -0.8800,  2.4800,2.482902E+00,7.997730E-01
