t,x,u
  0.0000,   -1.000000,  6.9288471183E-31
  0.0000,   -0.990000,  2.7595090675E-30
  0.0000,   -0.980000,  1.0838540485E-29
  0.0000,   -0.970000,  4.1983429807E-29
  0.0000,   -0.960000,  1.6038108905E-28
  0.0000,   -0.950000,  6.0422199918E-28
  0.0000,   -0.940000,  2.2449570727E-27
  0.0000,   -0.930000,  8.2259805951E-27
  0.0000,   -0.920000,  2.9725930124E-26
  0.0000,   -0.910000,  1.0593789926E-25
  0.0000,   -0.900000,  3.7233631218E-25
  0.0000,   -0.890000,  1.2905878179E-24
  0.0000,   -0.880000,  4.4117191970E-24
  0.0000,   -0.870000,  1.4872921817E-23
  0.0000,   -0.860000,  4.9448470173E-23
  0.0000,   -0.850000,  1.6213529172E-22
  0.0000,   -0.840000,  5.2428856634E-22
  0.0000,   -0.830000,  1.6719810404E-21
  0.0000,   -0.820000,  5.2584826125E-21
  0.0000,   -0.810000,  1.6310139227E-20
  0.0000,   -0.800000,  4.9891093928E-20
  0.0000,   -0.790000,  1.5050693684E-19
  0.0000,   -0.780000,  4.4777324417E-19
  0.0000,   -0.770000,  1.3137958764E-18
  0.0000,   -0.760000,  3.8015944194E-18
  0.0000,   -0.750000,  1.0848552640E-17
  0.0000,   -0.740000,  3.0531346078E-17
  0.0000,   -0.730000,  8.4739956295E-17
  0.0000,   -0.720000,  2.3195228302E-16
  0.0000,   -0.710000,  6.2614829089E-16
  0.0000,   -0.700000,  1.6669550139E-15
  0.0000,   -0.690000,  4.3766185029E-15
  0.0000,   -0.680000,  1.1332393248E-14
  0.0000,   -0.670000,  2.8938279933E-14
  0.0000,   -0.660000,  7.2877240958E-14
  0.0000,   -0.650000,  1.8100028704E-13
  0.0000,   -0.640000,  4.4333777463E-13
  0.0000,   -0.630000,  1.0709232383E-12
  0.0000,   -0.620000,  2.5512327443E-12
  0.0000,   -0.610000,  5.9939063101E-12
  0.0000,   -0.600000,  1.3887943865E-11
  0.0000,   -0.590000,  3.1734677322E-11
  0.0000,   -0.580000,  7.1515199306E-11
  0.0000,   -0.570000,  1.5893910095E-10
  0.0000,   -0.560000,  3.4836240729E-10
  0.0000,   -0.550000,  7.5300861714E-10
  0.0000,   -0.540000,  1.6052280552E-09
  0.0000,   -0.530000,  3.3747504893E-09
  0.0000,   -0.520000,  6.9970459943E-09
  0.0000,   -0.510000,  1.4307241919E-08
  0.0000,   -0.500000,  2.8851290572E-08
  0.0000,   -0.490000,  5.7377642607E-08
  0.0000,   -0.480000,  1.1253517472E-07
  0.0000,   -0.470000,  2.1767172063E-07
  0.0000,   -0.460000,  4.1522535316E-07
  0.0000,   -0.450000,  7.8114894083E-07
  0.0000,   -0.440000,  1.4492788871E-06
  0.0000,   -0.430000,  2.6517844220E-06
  0.0000,   -0.420000,  4.7851173921E-06
  0.0000,   -0.410000,  8.5155972012E-06
  0.0000,   -0.400000,  1.4945338525E-05
  0.0000,   -0.390000,  2.5868100223E-05
  0.0000,   -0.380000,  4.4156174948E-05
  0.0000,   -0.370000,  7.4333826219E-05
  0.0000,   -0.360000,  1.2340980409E-04
  0.0000,   -0.350000,  2.0206028905E-04
  0.0000,   -0.340000,  3.2627245380E-04
  0.0000,   -0.330000,  5.1957468215E-04
  0.0000,   -0.320000,  8.1598783507E-04
  0.0000,   -0.310000,  1.2638266823E-03
  0.0000,   -0.300000,  1.9304541362E-03
  0.0000,   -0.290000,  2.9080347262E-03
  0.0000,   -0.280000,  4.3202394741E-03
  0.0000,   -0.270000,  6.3297154275E-03
  0.0000,   -0.260000,  9.1459470384E-03
  0.0000,   -0.250000,  1.3032907449E-02
  0.0000,   -0.240000,  1.8315638889E-02
  0.0000,   -0.230000,  2.5384637491E-02
  0.0000,   -0.220000,  3.4696685646E-02
  0.0000,   -0.210000,  4.6770622384E-02
  0.0000,   -0.200000,  6.2176524022E-02
  0.0000,   -0.190000,  8.1516938625E-02
  0.0000,   -0.180000,  1.0539922456E-01
  0.0000,   -0.170000,  1.3439871063E-01
  0.0000,   -0.160000,  1.6901331541E-01
  0.0000,   -0.150000,  2.0961138715E-01
  0.0000,   -0.140000,  2.5637575669E-01
  0.0000,   -0.130000,  3.0924819293E-01
  0.0000,   -0.120000,  3.6787944117E-01
  0.0000,   -0.110000,  4.3159062049E-01
  0.0000,   -0.100000,  4.9935178860E-01
  0.0000,   -0.090000,  5.6978282473E-01
  0.0000,   -0.080000,  6.4118038843E-01
  0.0000,   -0.070000,  7.1157263624E-01
  0.0000,   -0.060000,  7.7880078307E-01
  0.0000,   -0.050000,  8.4062374333E-01
  0.0000,   -0.040000,  8.9483931681E-01
  0.0000,   -0.030000,  9.3941306281E-01
  0.0000,   -0.020000,  9.7260447712E-01
  0.0000,   -0.010000,  9.9307961249E-01
  0.0000,    0.000000,  1.0000000000E+00
  0.0000,    0.010000,  9.9307961249E-01
  0.0000,    0.020000,  9.7260447712E-01
  0.0000,    0.030000,  9.3941306281E-01
  0.0000,    0.040000,  8.9483931681E-01
  0.0000,    0.050000,  8.4062374333E-01
  0.0000,    0.060000,  7.7880078307E-01
  0.0000,    0.070000,  7.1157263624E-01
  0.0000,    0.080000,  6.4118038843E-01
  0.0000,    0.090000,  5.6978282473E-01
  0.0000,    0.100000,  4.9935178860E-01
  0.0000,    0.110000,  4.3159062049E-01
  0.0000,    0.120000,  3.6787944117E-01
  0.0000,    0.130000,  3.0924819293E-01
  0.0000,    0.140000,  2.5637575669E-01
  0.0000,    0.150000,  2.0961138715E-01
  0.0000,    0.160000,  1.6901331541E-01
  0.0000,    0.170000,  1.3439871063E-01
  0.0000,    0.180000,  1.0539922456E-01
  0.0000,    0.190000,  8.1516938625E-02
  0.0000,    0.200000,  6.2176524022E-02
  0.0000,    0.210000,  4.6770622384E-02
  0.0000,    0.220000,  3.4696685646E-02
  0.0000,    0.230000,  2.5384637491E-02
  0.0000,    0.240000,  1.8315638889E-02
  0.0000,    0.250000,  1.3032907449E-02
  0.0000,    0.260000,  9.1459470384E-03
  0.0000,    0.270000,  6.3297154275E-03
  0.0000,    0.280000,  4.3202394741E-03
  0.0000,    0.290000,  2.9080347262E-03
  0.0000,    0.300000,  1.9304541362E-03
  0.0000,    0.310000,  1.2638266823E-03
  0.0000,    0.320000,  8.1598783507E-04
  0.0000,    0.330000,  5.1957468215E-04
  0.0000,    0.340000,  3.2627245380E-04
  0.0000,    0.350000,  2.0206028905E-04
  0.0000,    0.360000,  1.2340980409E-04
  0.0000,    0.370000,  7.4333826219E-05
  0.0000,    0.380000,  4.4156174948E-05
  0.0000,    0.390000,  2.5868100223E-05
  0.0000,    0.400000,  1.4945338525E-05
  0.0000,    0.410000,  8.5155972012E-06
  0.0000,    0.420000,  4.7851173921E-06
  0.0000,    0.430000,  2.6517844220E-06
  0.0000,    0.440000,  1.4492788871E-06
  0.0000,    0.450000,  7.8114894083E-07
  0.0000,    0.460000,  4.1522535316E-07
  0.0000,    0.470000,  2.1767172063E-07
  0.0000,    0.480000,  1.1253517472E-07
  0.0000,    0.490000,  5.7377642607E-08
  0.0000,    0.500000,  2.8851290572E-08
  0.0000,    0.510000,  1.4307241919E-08
  0.0000,    0.520000,  6.9970459943E-09
  0.0000,    0.530000,  3.3747504893E-09
  0.0000,    0.540000,  1.6052280552E-09
  0.0000,    0.550000,  7.5300861714E-10
  0.0000,    0.560000,  3.4836240729E-10
  0.0000,    0.570000,  1.5893910095E-10
  0.0000,    0.580000,  7.1515199306E-11
  0.0000,    0.590000,  3.1734677322E-11
  0.0000,    0.600000,  1.3887943865E-11
  0.0000,    0.610000,  5.9939063101E-12
  0.0000,    0.620000,  2.5512327443E-12
  0.0000,    0.630000,  1.0709232383E-12
  0.0000,    0.640000,  4.4333777463E-13
  0.0000,    0.650000,  1.8100028704E-13
  0.0000,    0.660000,  7.2877240958E-14
  0.0000,    0.670000,  2.8938279933E-14
  0.0000,    0.680000,  1.1332393248E-14
  0.0000,    0.690000,  4.3766185029E-15
  0.0000,    0.700000,  1.6669550139E-15
  0.0000,    0.710000,  6.2614829089E-16
  0.0000,    0.720000,  2.3195228302E-16
  0.0000,    0.730000,  8.4739956295E-17
  0.0000,    0.740000,  3.0531346078E-17
  0.0000,    0.750000,  1.0848552640E-17
  0.0000,    0.760000,  3.8015944194E-18
  0.0000,    0.770000,  1.3137958764E-18
  0.0000,    0.780000,  4.4777324417E-19
  0.0000,    0.790000,  1.5050693684E-19
  0.0000,    0.800000,  4.9891093928E-20
  0.0000,    0.810000,  1.6310139227E-20
  0.0000,    0.820000,  5.2584826125E-21
  0.0000,    0.830000,  1.6719810404E-21
  0.0000,    0.840000,  5.2428856634E-22
  0.0000,    0.850000,  1.6213529172E-22
  0.0000,    0.860000,  4.9448470173E-23
  0.0000,    0.870000,  1.4872921817E-23
  0.0000,    0.880000,  4.4117191970E-24
  0.0000,    0.890000,  1.2905878179E-24
  0.0000,    0.900000,  3.7233631218E-25
  0.0000,    0.910000,  1.0593789926E-25
  0.0000,    0.920000,  2.9725930124E-26
  0.0000,    0.930000,  8.2259805951E-27
  0.0000,    0.940000,  2.2449570727E-27
  0.0000,    0.950000,  6.0422199918E-28
  0.0000,    0.960000,  1.6038108905E-28
  0.0000,    0.970000,  4.1983429807E-29
  0.0000,    0.980000,  1.0838540485E-29
  0.0000,    0.990000,  2.7595090675E-30
  0.0000,    1.000000,  6.9288471183E-31
  0.2700,   -1.000000,  0.0000000000E+00
  0.2700,   -0.990000,  2.1157937279E-19
  0.2700,   -0.980000,  2.9107366563E-18
  0.2700,   -0.970000,  2.6237561899E-17
  0.2700,   -0.960000,  1.7766998465E-16
  0.2700,   -0.950000,  9.7010970763E-16
  0.2700,   -0.940000,  4.4630429439E-15
  0.2700,   -0.930000,  1.7830409683E-14
  0.2700,   -0.920000,  6.3256356856E-14
  0.2700,   -0.910000,  2.0279194708E-13
  0.2700,   -0.900000,  5.9601193718E-13
  0.2700,   -0.890000,  1.6259800664E-12
  0.2700,   -0.880000,  4.1638941348E-12
  0.2700,   -0.870000,  1.0115342295E-11
  0.2700,   -0.860000,  2.3551040914E-11
  0.2700,   -0.850000,  5.3095162504E-11
  0.2700,   -0.840000,  1.1713783556E-10
  0.2700,   -0.830000,  2.5451278844E-10
  0.2700,   -0.820000,  5.4528114511E-10
  0.2700,   -0.810000,  1.1522072290E-09
  0.2700,   -0.800000,  2.4013672985E-09
  0.2700,   -0.790000,  4.9363651303E-09
  0.2700,   -0.780000,  1.0008670367E-08
  0.2700,   -0.770000,  2.0015436076E-08
  0.2700,   -0.760000,  3.9479558709E-08
  0.2700,   -0.750000,  7.6806336125E-08
  0.2700,   -0.740000,  1.4737990594E-07
  0.2700,   -0.730000,  2.7892978540E-07
  0.2700,   -0.720000,  5.2067390011E-07
  0.2700,   -0.710000,  9.5862756234E-07
  0.2700,   -0.700000,  1.7407887685E-06
  0.2700,   -0.690000,  3.1178352176E-06
  0.2700,   -0.680000,  5.5076964850E-06
  0.2700,   -0.670000,  9.5961145601E-06
  0.2700,   -0.660000,  1.6490288027E-05
  0.2700,   -0.650000,  2.7949062501E-05
  0.2700,   -0.640000,  4.6720901394E-05
  0.2700,   -0.630000,  7.7029824674E-05
  0.2700,   -0.620000,  1.2525904099E-04
  0.2700,   -0.610000,  2.0089099333E-04
  0.2700,   -0.600000,  3.1776918555E-04
  0.2700,   -0.590000,  4.9574886946E-04
  0.2700,   -0.580000,  7.6279706522E-04
  0.2700,   -0.570000,  1.1575834339E-03
  0.2700,   -0.560000,  1.7325679133E-03
  0.2700,   -0.550000,  2.5575348442E-03
  0.2700,   -0.540000,  3.7234439494E-03
  0.2700,   -0.530000,  5.3463659235E-03
  0.2700,   -0.520000,  7.5711483323E-03
  0.2700,   -0.510000,  1.0574324923E-02
  0.2700,   -0.500000,  1.4565653140E-02
  0.2700,   -0.490000,  1.9787561461E-02
  0.2700,   -0.480000,  2.6511735889E-02
  0.2700,   -0.470000,  3.5032101561E-02
  0.2700,   -0.460000,  4.5653587583E-02
  0.2700,   -0.450000,  5.8676320236E-02
  0.2700,   -0.440000,  7.4375278448E-02
  0.2700,   -0.430000,  9.2975953997E-02
  0.2700,   -0.420000,  1.1462715309E-01
  0.2700,   -0.410000,  1.3937269786E-01
  0.2700,   -0.400000,  1.6712435754E-01
  0.2700,   -0.390000,  1.9763876765E-01
  0.2700,   -0.380000,  2.3050128945E-01
  0.2700,   -0.370000,  2.6511964153E-01
  0.2700,   -0.360000,  3.0072965284E-01
  0.2700,   -0.350000,  3.3641463710E-01
  0.2700,   -0.340000,  3.7113872147E-01
  0.2700,   -0.330000,  4.0379308130E-01
  0.2700,   -0.320000,  4.3325258854E-01
  0.2700,   -0.310000,  4.5843905372E-01
  0.2700,   -0.300000,  4.7838621442E-01
  0.2700,   -0.290000,  4.9230105816E-01
  0.2700,   -0.280000,  4.9961607341E-01
  0.2700,   -0.270000,  5.0002763589E-01
  0.2700,   -0.260000,  4.9351691303E-01
  0.2700,   -0.250000,  4.8035128123E-01
  0.2700,   -0.240000,  4.6106610845E-01
  0.2700,   -0.230000,  4.3642863200E-01
  0.2700,   -0.220000,  4.0738732871E-01
  0.2700,   -0.210000,  3.7501143313E-01
  0.2700,   -0.200000,  3.4042596972E-01
  0.2700,   -0.190000,  3.0474776795E-01
  0.2700,   -0.180000,  2.6902744702E-01
  0.2700,   -0.170000,  2.3420138902E-01
  0.2700,   -0.160000,  2.0105641999E-01
  0.2700,   -0.150000,  1.7020847246E-01
  0.2700,   -0.140000,  1.4209509290E-01
  0.2700,   -0.130000,  1.1698044379E-01
  0.2700,   -0.120000,  9.4970544287E-02
  0.2700,   -0.110000,  7.6035955908E-02
  0.2700,   -0.100000,  6.0038953780E-02
  0.2700,   -0.090000,  4.6762386803E-02
  0.2700,   -0.080000,  3.5937845212E-02
  0.2700,   -0.070000,  2.7271328059E-02
  0.2700,   -0.060000,  2.0465240576E-02
  0.2700,   -0.050000,  1.5236168208E-02
  0.2700,   -0.040000,  1.1328405212E-02
  0.2700,   -0.030000,  8.5236194511E-03
  0.2700,   -0.020000,  6.6472921053E-03
  0.2700,   -0.010000,  5.5726816412E-03
  0.2700,    0.000000,  5.2230402183E-03
  0.2700,    0.010000,  5.5726816412E-03
  0.2700,    0.020000,  6.6472921053E-03
  0.2700,    0.030000,  8.5236194511E-03
  0.2700,    0.040000,  1.1328405212E-02
  0.2700,    0.050000,  1.5236168208E-02
  0.2700,    0.060000,  2.0465240576E-02
  0.2700,    0.070000,  2.7271328059E-02
  0.2700,    0.080000,  3.5937845212E-02
  0.2700,    0.090000,  4.6762386803E-02
  0.2700,    0.100000,  6.0038953780E-02
  0.2700,    0.110000,  7.6035955908E-02
  0.2700,    0.120000,  9.4970544287E-02
  0.2700,    0.130000,  1.1698044379E-01
  0.2700,    0.140000,  1.4209509290E-01
  0.2700,    0.150000,  1.7020847246E-01
  0.2700,    0.160000,  2.0105641999E-01
  0.2700,    0.170000,  2.3420138902E-01
  0.2700,    0.180000,  2.6902744702E-01
  0.2700,    0.190000,  3.0474776795E-01
  0.2700,    0.200000,  3.4042596972E-01
  0.2700,    0.210000,  3.7501143313E-01
  0.2700,    0.220000,  4.0738732871E-01
  0.2700,    0.230000,  4.3642863200E-01
  0.2700,    0.240000,  4.6106610845E-01
  0.2700,    0.250000,  4.8035128123E-01
  0.2700,    0.260000,  4.9351691303E-01
  0.2700,    0.270000,  5.0002763589E-01
  0.2700,    0.280000,  4.9961607341E-01
  0.2700,    0.290000,  4.9230105816E-01
  0.2700,    0.300000,  4.7838621442E-01
  0.2700,    0.310000,  4.5843905372E-01
  0.2700,    0.320000,  4.3325258854E-01
  0.2700,    0.330000,  4.0379308130E-01
  0.2700,    0.340000,  3.7113872147E-01
  0.2700,    0.350000,  3.3641463710E-01
  0.2700,    0.360000,  3.0072965284E-01
  0.2700,    0.370000,  2.6511964153E-01
  0.2700,    0.380000,  2.3050128945E-01
  0.2700,    0.390000,  1.9763876765E-01
  0.2700,    0.400000,  1.6712435754E-01
  0.2700,    0.410000,  1.3937269786E-01
  0.2700,    0.420000,  1.1462715309E-01
  0.2700,    0.430000,  9.2975953997E-02
  0.2700,    0.440000,  7.4375278448E-02
  0.2700,    0.450000,  5.8676320236E-02
  0.2700,    0.460000,  4.5653587583E-02
  0.2700,    0.470000,  3.5032101561E-02
  0.2700,    0.480000,  2.6511735889E-02
  0.2700,    0.490000,  1.9787561461E-02
  0.2700,    0.500000,  1.4565653140E-02
  0.2700,    0.510000,  1.0574324923E-02
  0.2700,    0.520000,  7.5711483323E-03
  0.2700,    0.530000,  5.3463659235E-03
  0.2700,    0.540000,  3.7234439494E-03
  0.2700,    0.550000,  2.5575348442E-03
  0.2700,    0.560000,  1.7325679133E-03
  0.2700,    0.570000,  1.1575834339E-03
  0.2700,    0.580000,  7.6279706522E-04
  0.2700,    0.590000,  4.9574886946E-04
  0.2700,    0.600000,  3.1776918555E-04
  0.2700,    0.610000,  2.0089099333E-04
  0.2700,    0.620000,  1.2525904099E-04
  0.2700,    0.630000,  7.7029824674E-05
  0.2700,    0.640000,  4.6720901394E-05
  0.2700,    0.650000,  2.7949062501E-05
  0.2700,    0.660000,  1.6490288027E-05
  0.2700,    0.670000,  9.5961145601E-06
  0.2700,    0.680000,  5.5076964850E-06
  0.2700,    0.690000,  3.1178352176E-06
  0.2700,    0.700000,  1.7407887685E-06
  0.2700,    0.710000,  9.5862756234E-07
  0.2700,    0.720000,  5.2067390011E-07
  0.2700,    0.730000,  2.7892978540E-07
  0.2700,    0.740000,  1.4737990594E-07
  0.2700,    0.750000,  7.6806336125E-08
  0.2700,    0.760000,  3.9479558709E-08
  0.2700,    0.770000,  2.0015436076E-08
  0.2700,    0.780000,  1.0008670367E-08
  0.2700,    0.790000,  4.9363651303E-09
  0.2700,    0.800000,  2.4013672985E-09
  0.2700,    0.810000,  1.1522072290E-09
  0.2700,    0.820000,  5.4528114511E-10
  0.2700,    0.830000,  2.5451278844E-10
  0.2700,    0.840000,  1.1713783556E-10
  0.2700,    0.850000,  5.3095162504E-11
  0.2700,    0.860000,  2.3551040914E-11
  0.2700,    0.870000,  1.0115342295E-11
  0.2700,    0.880000,  4.1638941348E-12
  0.2700,    0.890000,  1.6259800664E-12
  0.2700,    0.900000,  5.9601193718E-13
  0.2700,    0.910000,  2.0279194708E-13
  0.2700,    0.920000,  6.3256356856E-14
  0.2700,    0.930000,  1.7830409683E-14
  0.2700,    0.940000,  4.4630429439E-15
  0.2700,    0.950000,  9.7010970763E-16
  0.2700,    0.960000,  1.7766998465E-16
  0.2700,    0.970000,  2.6237561899E-17
  0.2700,    0.980000,  2.9107366563E-18
  0.2700,    0.990000,  2.1157937279E-19
  0.2700,    1.000000,  0.0000000000E+00
  0.5400,   -1.000000,  0.0000000000E+00
  0.5400,   -0.990000,  3.0975487147E-10
  0.5400,   -0.980000,  3.0537588013E-09
  0.5400,   -0.970000,  1.9835546075E-08
  0.5400,   -0.960000,  9.7324290174E-08
  0.5400,   -0.950000,  3.8643915984E-07
  0.5400,   -0.940000,  1.2951976789E-06
  0.5400,   -0.930000,  3.7703281605E-06
  0.5400,   -0.920000,  9.7323404473E-06
  0.5400,   -0.910000,  2.2635413036E-05
  0.5400,   -0.900000,  4.8054101180E-05
  0.5400,   -0.890000,  9.4162696152E-05
  0.5400,   -0.880000,  1.7203783594E-04
  0.5400,   -0.870000,  2.9593438558E-04
  0.5400,   -0.860000,  4.8407276951E-04
  0.5400,   -0.850000,  7.6102995472E-04
  0.5400,   -0.840000,  1.1636357488E-03
  0.5400,   -0.830000,  1.7454731907E-03
  0.5400,   -0.820000,  2.5770446228E-03
  0.5400,   -0.810000,  3.7497230985E-03
  0.5400,   -0.800000,  5.3797449901E-03
  0.5400,   -0.790000,  7.6119037253E-03
  0.5400,   -0.780000,  1.0622470230E-02
  0.5400,   -0.770000,  1.4620736173E-02
  0.5400,   -0.760000,  1.9848471983E-02
  0.5400,   -0.750000,  2.6576538113E-02
  0.5400,   -0.740000,  3.5097912907E-02
  0.5400,   -0.730000,  4.5716529730E-02
  0.5400,   -0.720000,  5.8731569288E-02
  0.5400,   -0.710000,  7.4417236911E-02
  0.5400,   -0.700000,  9.2998557844E-02
  0.5400,   -0.690000,  1.1462431259E-01
  0.5400,   -0.680000,  1.3933885220E-01
  0.5400,   -0.670000,  1.6705510271E-01
  0.5400,   -0.660000,  1.9753149779E-01
  0.5400,   -0.650000,  2.3035577692E-01
  0.5400,   -0.640000,  2.6493847449E-01
  0.5400,   -0.630000,  3.0051845325E-01
  0.5400,   -0.620000,  3.3618199836E-01
  0.5400,   -0.610000,  3.7089583285E-01
  0.5400,   -0.600000,  4.0355304292E-01
  0.5400,   -0.590000,  4.3302946152E-01
  0.5400,   -0.580000,  4.5824672893E-01
  0.5400,   -0.570000,  4.7823721425E-01
  0.5400,   -0.560000,  4.9220540275E-01
  0.5400,   -0.550000,  4.9958034228E-01
  0.5400,   -0.540000,  5.0005433741E-01
  0.5400,   -0.530000,  4.9360423903E-01
  0.5400,   -0.520000,  4.8049327734E-01
  0.5400,   -0.510000,  4.6125323958E-01
  0.5400,   -0.500000,  4.3664867395E-01
  0.5400,   -0.490000,  4.0762647887E-01
  0.5400,   -0.480000,  3.7525551036E-01
  0.5400,   -0.470000,  3.4066156916E-01
  0.5400,   -0.460000,  3.0496324973E-01
  0.5400,   -0.450000,  2.6921366533E-01
  0.5400,   -0.440000,  2.3435210489E-01
  0.5400,   -0.430000,  2.0116838000E-01
  0.5400,   -0.420000,  1.7028117010E-01
  0.5400,   -0.410000,  1.4213025400E-01
  0.5400,   -0.400000,  1.1698128767E-01
  0.5400,   -0.390000,  9.4940866454E-02
  0.5400,   -0.380000,  7.5979055594E-02
  0.5400,   -0.370000,  5.9956391656E-02
  0.5400,   -0.360000,  4.6652506627E-02
  0.5400,   -0.350000,  3.5793930605E-02
  0.5400,   -0.340000,  2.7079194531E-02
  0.5400,   -0.330000,  2.0199986436E-02
  0.5400,   -0.320000,  1.4857729872E-02
  0.5400,   -0.310000,  1.0775488293E-02
  0.5400,   -0.300000,  7.7055150907E-03
  0.5400,   -0.290000,  5.4330502099E-03
  0.5400,   -0.280000,  3.7771151198E-03
  0.5400,   -0.270000,  2.5890970927E-03
  0.5400,   -0.260000,  1.7498677994E-03
  0.5400,   -0.250000,  1.1660794066E-03
  0.5400,   -0.240000,  7.6615072301E-04
  0.5400,   -0.230000,  4.9631883218E-04
  0.5400,   -0.220000,  3.1700419595E-04
  0.5400,   -0.210000,  1.9962929847E-04
  0.5400,   -0.200000,  1.2394696198E-04
  0.5400,   -0.190000,  7.5874733424E-05
  0.5400,   -0.180000,  4.5793678922E-05
  0.5400,   -0.170000,  2.7249489099E-05
  0.5400,   -0.160000,  1.5986489412E-05
  0.5400,   -0.150000,  9.2467097344E-06
  0.5400,   -0.140000,  5.2730055255E-06
  0.5400,   -0.130000,  2.9645831991E-06
  0.5400,   -0.120000,  1.6432401714E-06
  0.5400,   -0.110000,  8.9798283985E-07
  0.5400,   -0.100000,  4.8379603622E-07
  0.5400,   -0.090000,  2.5696958671E-07
  0.5400,   -0.080000,  1.3456278651E-07
  0.5400,   -0.070000,  6.9469516116E-08
  0.5400,   -0.060000,  3.5359675773E-08
  0.5400,   -0.050000,  1.7748500602E-08
  0.5400,   -0.040000,  8.7943118276E-09
  0.5400,   -0.030000,  4.3221594001E-09
  0.5400,   -0.020000,  2.1527270672E-09
  0.5400,   -0.010000,  1.1850027300E-09
  0.5400,    0.000000,  9.1124923027E-10
  0.5400,    0.010000,  1.1850027628E-09
  0.5400,    0.020000,  2.1527269373E-09
  0.5400,    0.030000,  4.3221594073E-09
  0.5400,    0.040000,  8.7943115945E-09
  0.5400,    0.050000,  1.7748500810E-08
  0.5400,    0.060000,  3.5359675415E-08
  0.5400,    0.070000,  6.9469516076E-08
  0.5400,    0.080000,  1.3456278621E-07
  0.5400,    0.090000,  2.5696958653E-07
  0.5400,    0.100000,  4.8379603585E-07
  0.5400,    0.110000,  8.9798283942E-07
  0.5400,    0.120000,  1.6432401710E-06
  0.5400,    0.130000,  2.9645831988E-06
  0.5400,    0.140000,  5.2730055251E-06
  0.5400,    0.150000,  9.2467097344E-06
  0.5400,    0.160000,  1.5986489412E-05
  0.5400,    0.170000,  2.7249489099E-05
  0.5400,    0.180000,  4.5793678922E-05
  0.5400,    0.190000,  7.5874733424E-05
  0.5400,    0.200000,  1.2394696198E-04
  0.5400,    0.210000,  1.9962929847E-04
  0.5400,    0.220000,  3.1700419595E-04
  0.5400,    0.230000,  4.9631883218E-04
  0.5400,    0.240000,  7.6615072301E-04
  0.5400,    0.250000,  1.1660794066E-03
  0.5400,    0.260000,  1.7498677994E-03
  0.5400,    0.270000,  2.5890970927E-03
  0.5400,    0.280000,  3.7771151198E-03
  0.5400,    0.290000,  5.4330502099E-03
  0.5400,    0.300000,  7.7055150907E-03
  0.5400,    0.310000,  1.0775488293E-02
  0.5400,    0.320000,  1.4857729872E-02
  0.5400,    0.330000,  2.0199986436E-02
  0.5400,    0.340000,  2.7079194531E-02
  0.5400,    0.350000,  3.5793930605E-02
  0.5400,    0.360000,  4.6652506627E-02
  0.5400,    0.370000,  5.9956391656E-02
  0.5400,    0.380000,  7.5979055594E-02
  0.5400,    0.390000,  9.4940866454E-02
  0.5400,    0.400000,  1.1698128767E-01
  0.5400,    0.410000,  1.4213025400E-01
  0.5400,    0.420000,  1.7028117010E-01
  0.5400,    0.430000,  2.0116838000E-01
  0.5400,    0.440000,  2.3435210489E-01
  0.5400,    0.450000,  2.6921366533E-01
  0.5400,    0.460000,  3.0496324973E-01
  0.5400,    0.470000,  3.4066156916E-01
  0.5400,    0.480000,  3.7525551036E-01
  0.5400,    0.490000,  4.0762647887E-01
  0.5400,    0.500000,  4.3664867395E-01
  0.5400,    0.510000,  4.6125323958E-01
  0.5400,    0.520000,  4.8049327734E-01
  0.5400,    0.530000,  4.9360423903E-01
  0.5400,    0.540000,  5.0005433741E-01
  0.5400,    0.550000,  4.9958034228E-01
  0.5400,    0.560000,  4.9220540275E-01
  0.5400,    0.570000,  4.7823721425E-01
  0.5400,    0.580000,  4.5824672893E-01
  0.5400,    0.590000,  4.3302946152E-01
  0.5400,    0.600000,  4.0355304292E-01
  0.5400,    0.610000,  3.7089583285E-01
  0.5400,    0.620000,  3.3618199836E-01
  0.5400,    0.630000,  3.0051845325E-01
  0.5400,    0.640000,  2.6493847449E-01
  0.5400,    0.650000,  2.3035577692E-01
  0.5400,    0.660000,  1.9753149779E-01
  0.5400,    0.670000,  1.6705510271E-01
  0.5400,    0.680000,  1.3933885220E-01
  0.5400,    0.690000,  1.1462431259E-01
  0.5400,    0.700000,  9.2998557844E-02
  0.5400,    0.710000,  7.4417236911E-02
  0.5400,    0.720000,  5.8731569288E-02
  0.5400,    0.730000,  4.5716529730E-02
  0.5400,    0.740000,  3.5097912907E-02
  0.5400,    0.750000,  2.6576538113E-02
  0.5400,    0.760000,  1.9848471983E-02
  0.5400,    0.770000,  1.4620736173E-02
  0.5400,    0.780000,  1.0622470230E-02
  0.5400,    0.790000,  7.6119037253E-03
  0.5400,    0.800000,  5.3797449901E-03
  0.5400,    0.810000,  3.7497230985E-03
  0.5400,    0.820000,  2.5770446228E-03
  0.5400,    0.830000,  1.7454731907E-03
  0.5400,    0.840000,  1.1636357488E-03
  0.5400,    0.850000,  7.6102995472E-04
  0.5400,    0.860000,  4.8407276951E-04
  0.5400,    0.870000,  2.9593438558E-04
  0.5400,    0.880000,  1.7203783594E-04
  0.5400,    0.890000,  9.4162696152E-05
  0.5400,    0.900000,  4.8054101180E-05
  0.5400,    0.910000,  2.2635413036E-05
  0.5400,    0.920000,  9.7323404473E-06
