xc,omega,STFT_mag
    9.412916, -4.2187500000E-01,  3.8266620760E+01
    9.412916, -4.0625000000E-01,  3.8722461505E+01
    9.412916, -3.9062500000E-01,  3.9164114379E+01
    9.412916, -3.7500000000E-01,  3.9591244865E+01
    9.412916, -3.5937500000E-01,  4.0003529019E+01
    9.412916, -3.4375000000E-01,  4.0400653760E+01
    9.412916, -3.2812500000E-01,  4.0782317154E+01
    9.412916, -3.1250000000E-01,  4.1148228691E+01
    9.412916, -2.9687500000E-01,  4.1498109550E+01
    9.412916, -2.8125000000E-01,  4.1831692845E+01
    9.412916, -2.6562500000E-01,  4.2148723879E+01
    9.412916, -2.5000000000E-01,  4.2448960367E+01
    9.412916, -2.3437500000E-01,  4.2732172662E+01
    9.412916, -2.1875000000E-01,  4.2998143962E+01
    9.412916, -2.0312500000E-01,  4.3246670508E+01
    9.412916, -1.8750000000E-01,  4.3477561775E+01
    9.412916, -1.7187500000E-01,  4.3690640638E+01
    9.412916, -1.5625000000E-01,  4.3885743541E+01
    9.412916, -1.4062500000E-01,  4.4062720644E+01
    9.412916, -1.2500000000E-01,  4.4221435958E+01
    9.412916, -1.0937500000E-01,  4.4361767474E+01
    9.412916, -9.3750000000E-02,  4.4483607272E+01
    9.412916, -7.8125000000E-02,  4.4586861619E+01
    9.412916, -6.2500000000E-02,  4.4671451059E+01
    9.412916, -4.6875000000E-02,  4.4737310481E+01
    9.412916, -3.1250000000E-02,  4.4784389182E+01
    9.412916, -1.5625000000E-02,  4.4812650912E+01
    9.412916,  0.0000000000E+00,  4.4822073908E+01
    9.412916,  1.5625000000E-02,  4.4812650912E+01
    9.412916,  3.1250000000E-02,  4.4784389182E+01
    9.412916,  4.6875000000E-02,  4.4737310481E+01
    9.412916,  6.2500000000E-02,  4.4671451059E+01
    9.412916,  7.8125000000E-02,  4.4586861619E+01
    9.412916,  9.3750000000E-02,  4.4483607272E+01
    9.412916,  1.0937500000E-01,  4.4361767474E+01
    9.412916,  1.2500000000E-01,  4.4221435958E+01
    9.412916,  1.4062500000E-01,  4.4062720644E+01
    9.412916,  1.5625000000E-01,  4.3885743541E+01
    9.412916,  1.7187500000E-01,  4.3690640638E+01
    9.412916,  1.8750000000E-01,  4.3477561775E+01
    9.412916,  2.0312500000E-01,  4.3246670508E+01
    9.412916,  2.1875000000E-01,  4.2998143962E+01
    9.412916,  2.3437500000E-01,  4.2732172662E+01
    9.412916,  2.5000000000E-01,  4.2448960367E+01
    9.412916,  2.6562500000E-01,  4.2148723879E+01
    9.412916,  2.8125000000E-01,  4.1831692845E+01
    9.412916,  2.9687500000E-01,  4.1498109550E+01
    9.412916,  3.1250000000E-01,  4.1148228691E+01
    9.412916,  3.2812500000E-01,  4.0782317154E+01
    9.412916,  3.4375000000E-01,  4.0400653760E+01
    9.412916,  3.5937500000E-01,  4.0003529019E+01
    9.412916,  3.7500000000E-01,  3.9591244865E+01
    9.412916,  3.9062500000E-01,  3.9164114379E+01
    9.412916,  4.0625000000E-01,  3.8722461505E+01
    9.412916,  4.2187500000E-01,  3.8266620760E+01
    9.412916,  4.3750000000E-01,  3.7796936930E+01
    9.412916,  4.5312500000E-01,  3.7313764756E+01
    9.412916,  4.6875000000E-01,  3.6817468617E+01
    9.412916,  4.8437500000E-01,  3.6308422198E+01
